element,web_name,first_name,second_name,team_id,element_type,status,chance_of_playing_this_round,chance_of_playing_next_round,news,news_added,now_cost,selected_by_percent,form,minutes,starts,transfers_in_event,transfers_out_event,ep_this,ep_next,team,snapshot_time,snapshot_date,next_gw,current_gw,next_deadline,hours_to_deadline
476,O.Richards,Omar,Richards,18,2,a,NA,NA,,NA,40,0.2,0.0,0,0,0,0,NA,1.0,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
477,Abbott,Zach,Abbott,18,2,a,NA,NA,,NA,40,0.2,0.0,165,2,0,0,NA,1.0,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
478,Netz,Luca,Netz,18,2,a,NA,NA,,NA,45,0.0,0.0,353,3,0,0,NA,1.7,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
479,Bindon,Tyler,Bindon,18,2,a,NA,NA,,NA,40,0.2,0.0,0,0,0,0,NA,1.0,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
480,Gibbs-White,Morgan,Gibbs-White,18,3,a,NA,NA,,NA,80,11.8,0.0,3101,35,0,0,NA,2.8,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
482,Hudson-Odoi,Callum,Hudson-Odoi,18,3,d,NA,75,Thigh injury - 75% chance of playing,2026-07-23T12:01:23.832709Z,60,0.0,0.0,1838,21,0,0,NA,1.6,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
483,Ndoye,Dan,Ndoye,18,3,a,NA,NA,,NA,55,0.6,0.0,1167,14,0,0,NA,2.0,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
484,Hutchinson,Omari,Hutchinson,18,3,a,NA,NA,,NA,55,0.1,0.0,1676,17,0,0,NA,2.0,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
485,Bakwa,Dilane,Bakwa,18,3,a,NA,NA,,NA,55,0.0,0.0,549,6,0,0,NA,2.0,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
486,McAtee,James,McAtee,18,3,a,NA,NA,,NA,55,0.1,0.0,288,2,0,0,NA,2.0,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
487,Dominguez,Nicolás,Domínguez,18,3,a,NA,NA,,NA,50,0.1,0.0,1168,17,0,0,NA,1.5,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
488,Sangaré,Ibrahim,Sangaré,18,3,a,NA,NA,,NA,50,0.4,0.0,2073,25,0,0,NA,1.5,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
489,Yates,Ryan,Yates,18,3,a,NA,NA,,NA,45,7.5,0.0,602,2,0,0,NA,1.0,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
490,Wood,Chris,Wood,18,4,a,NA,NA,,NA,60,1.8,0.0,896,11,0,0,NA,2.0,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
491,Igor Jesus,Igor Jesus,Maciel da Cruz,18,4,a,NA,NA,,NA,60,4.9,0.0,2293,28,0,0,NA,2.0,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
492,Awoniyi,Taiwo,Awoniyi,18,4,a,NA,NA,,NA,55,0.4,0.0,480,3,0,0,NA,1.8,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
493,Kalimuendo,Arnaud,Kalimuendo,18,4,a,NA,NA,,NA,55,0.1,0.0,89,0,0,0,NA,1.8,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
558,Schlager,Xaver,Schlager,18,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,NFO,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
112,Van Hecke,Jan Paul,van Hecke,19,2,a,NA,NA,,NA,50,8.2,0.0,3210,36,0,0,NA,2.2,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
455,Tonali,Sandro,Tonali,19,3,a,NA,NA,,NA,55,3.8,0.0,2534,31,0,0,NA,2.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
494,Vicario,Guglielmo,Vicario,19,1,a,NA,NA,,NA,45,1.5,0.0,2790,31,0,0,NA,1.9,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
495,Austin,Brandon,Austin,19,1,a,NA,NA,,NA,40,0.6,0.0,0,0,0,0,NA,1.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
496,Kinsky,Antonín,Kinský,19,1,a,NA,NA,,NA,45,18.6,0.0,630,7,0,0,NA,1.9,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
497,Dubravka,Martin,Dubravka,19,1,a,NA,NA,,NA,40,24.6,0.0,3150,35,0,0,NA,1.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
498,Senesi,Marcos,Senesi Barón,19,2,a,NA,NA,,NA,60,10.9,0.0,3288,37,0,0,NA,2.8,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
499,Pedro Porro,Pedro,Porro Sauceda,19,2,a,NA,NA,,NA,55,23.9,0.0,2793,32,0,0,NA,2.5,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
500,Romero,Cristian,Romero,19,2,a,NA,NA,,NA,50,1.1,0.0,1869,22,0,0,NA,2.2,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
501,Danso,Kevin,Danso,19,2,a,NA,NA,,NA,50,0.2,0.0,1489,17,0,0,NA,2.2,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
502,Robertson,Andrew,Robertson,19,2,a,NA,NA,,NA,45,1.8,0.0,1165,11,0,0,NA,1.7,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
503,Van de Ven,Micky,van de Ven,19,2,a,NA,NA,,NA,50,6.4,0.0,3041,35,0,0,NA,2.2,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
505,Spence,Djed,Spence,19,2,a,NA,NA,,NA,45,9.6,0.0,2049,23,0,0,NA,1.7,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
506,Udogie,Destiny,Udogie,19,2,a,NA,NA,,NA,45,0.4,0.0,1335,14,0,0,NA,1.7,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
507,Phillips,Ashley,Phillips,19,2,a,NA,NA,,NA,45,0.1,0.0,0,0,0,0,NA,1.7,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
508,Davies,Ben,Davies,19,2,a,NA,NA,,NA,40,0.8,0.0,136,2,0,0,NA,1.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
509,Byfield,Jun'ai,Byfield,19,2,a,NA,NA,,NA,40,0.1,0.0,1,0,0,0,NA,1.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
510,Rowswell,James,Rowswell,19,2,a,NA,NA,,NA,40,0.1,0.0,1,0,0,0,NA,1.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
511,Souza,João Victor,de Souza Menezes,19,2,a,NA,NA,,NA,40,0.3,0.0,142,2,0,0,NA,1.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
512,Kudus,Mohammed,Kudus,19,3,d,NA,75,Thigh injury - 75% chance of playing,2026-07-23T12:01:23.848657Z,65,0.2,0.0,1535,19,0,0,NA,1.7,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
513,Xavi,Xavi,Simons,19,3,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.864304Z,60,0.0,0.0,1747,19,0,0,NA,0.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
514,Tel,Mathys,Tel,19,3,a,NA,NA,,NA,60,0.4,0.0,1334,13,0,0,NA,2.1,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
515,Maddison,James,Maddison,19,3,a,NA,NA,,NA,65,2.1,0.0,34,0,0,0,NA,2.3,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
516,Bentancur,Rodrigo,Bentancur,19,3,a,NA,NA,,NA,55,0.1,0.0,1880,23,0,0,NA,2.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
517,Odobert,Wilson,Odobert,19,3,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.879434Z,55,0.0,0.0,972,10,0,0,NA,0.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
518,P.M.Sarr,Pape Matar,Sarr,19,3,a,NA,NA,,NA,50,0.4,0.0,1388,13,0,0,NA,1.5,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
519,Gallagher,Conor,Gallagher,19,3,a,NA,NA,,NA,55,0.2,0.0,1183,14,0,0,NA,2.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
520,Bergvall,Lucas,Bergvall,19,3,a,NA,NA,,NA,55,0.2,0.0,955,11,0,0,NA,2.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
521,Kulusevski,Dejan,Kulusevski,19,3,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.895175Z,65,0.0,0.0,0,0,0,0,NA,0.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
522,Gray,Archie,Gray,19,3,a,NA,NA,,NA,50,0.2,0.0,1471,18,0,0,NA,1.5,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
523,Moore,Mikey,Moore,19,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
524,Olusesi,Callum,Olusesi,19,3,a,NA,NA,,NA,45,0.9,0.0,14,0,0,0,NA,1.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
525,Fernandes,Mateus,Fernandes,19,3,a,NA,NA,,NA,60,3.8,0.0,3017,35,0,0,NA,2.1,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
526,Solanke,Dominic,Solanke-Mitchell,19,4,a,NA,NA,,NA,60,2.7,0.0,997,11,0,0,NA,2.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
527,Richarlison,Richarlison,de Andrade,19,4,a,NA,NA,,NA,60,1.8,0.0,1954,20,0,0,NA,2.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
528,Scarlett,Dane,Scarlett,19,4,a,NA,NA,,NA,45,1.7,0.0,7,0,0,0,NA,1.0,TOT,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
529,Roefs,Robin,Roefs,20,1,a,NA,NA,,NA,50,5.3,0.0,3150,35,0,0,NA,2.6,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
530,Patterson,Anthony,Patterson,20,1,a,NA,NA,,NA,40,1.1,0.0,0,0,0,0,NA,1.0,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
531,Ellborg,Melker,Ellborg,20,1,a,NA,NA,,NA,45,0.1,0.0,270,3,0,0,NA,1.9,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
532,Ballard,Daniel,Ballard,20,2,a,NA,NA,,NA,50,3.4,0.0,2144,24,0,0,NA,2.2,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
533,Mukiele,Nordi,Mukiele,20,2,a,NA,NA,,NA,55,7.7,0.0,2784,32,0,0,NA,2.5,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
534,Hume,Trai,Hume,20,2,a,NA,NA,,NA,45,1.9,0.0,3032,34,0,0,NA,1.7,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
535,Alderete,Omar,Alderete,20,2,a,NA,NA,,NA,50,1.2,0.0,2797,32,0,0,NA,2.2,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
536,Reinildo,Reinildo,Mandava,20,2,a,NA,NA,,NA,45,0.5,0.0,1966,23,0,0,NA,1.7,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
537,Seelt,Jenson,Seelt,20,2,a,NA,NA,,NA,45,0.0,0.0,133,1,0,0,NA,1.7,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
538,Hjelde,Leo Fuhr,Hjelde,20,2,a,NA,NA,,NA,40,0.3,0.0,0,0,0,0,NA,1.0,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
539,O'Nien,Luke,O'Nien,20,2,a,NA,NA,,NA,40,2.3,0.0,565,5,0,0,NA,1.0,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
540,Masuaku,Arthur,Masuaku,20,2,a,NA,NA,,NA,40,1.4,0.0,125,2,0,0,NA,1.0,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
541,Meunier,Thomas,Meunier,20,2,a,NA,NA,,NA,45,0.5,0.0,0,0,0,0,NA,1.7,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
542,E.Le Fée,Enzo,Le Fée,20,3,a,NA,NA,,NA,60,12.3,0.0,2930,33,0,0,NA,2.1,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
543,Diarra,Habib,Diarra,20,3,a,NA,NA,,NA,55,0.1,0.0,1403,15,0,0,NA,2.0,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
544,Xhaka,Granit,Xhaka,20,3,a,NA,NA,,NA,55,6.1,0.0,2901,32,0,0,NA,2.0,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
545,Sadiki,Noah,Sadiki,20,3,a,NA,NA,,NA,50,0.4,0.0,2891,33,0,0,NA,1.5,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
546,Adingra,Simon,Adingra,20,3,a,NA,NA,,NA,50,0.3,0.0,649,9,0,0,NA,1.5,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
547,Mundle,Romaine,Mundle,20,3,a,NA,NA,,NA,50,0.0,0.0,399,2,0,0,NA,1.5,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
548,Rigg,Chris,Rigg,20,3,a,NA,NA,,NA,50,0.1,0.0,758,11,0,0,NA,1.5,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
549,Talbi,Chemsdine,Talbi,20,3,a,NA,NA,,NA,55,0.2,0.0,1553,16,0,0,NA,2.0,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
550,Jocelin.T,Djiamgone Jocelin Ta,Bi,20,3,a,NA,NA,,NA,50,0.0,0.0,38,1,0,0,NA,1.5,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
551,Angulo,Nilson,Angulo,20,3,a,NA,NA,,NA,50,0.1,0.0,401,5,0,0,NA,1.5,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
552,Brobbey,Brian,Brobbey,20,4,a,NA,NA,,NA,60,20.9,0.0,1920,22,0,0,NA,2.0,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
553,Isidor,Wilson,Isidor,20,4,a,NA,NA,,NA,55,1.3,0.0,1148,11,0,0,NA,1.8,SUN,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
